Time of Exp,Compound Name,Samp Size,Set Pt,Test Temp,Hot/Cold?,Sound?,Relative Humidity,Notes
1345,hexacosane,100,325,308,No,,,
+ TA-DA start time is: 2019/2/15 13:30:50
System start time is: 2019/02/15 13:30:51
time,t1,t2,t3,t4,pressure
1449244.00,313.25,315.00,313.25,313.50,761.26
1449583.00,312.75,315.00,313.25,313.50,760.95
1449924.00,313.25,315.00,313.50,313.50,761.25
1450263.00,313.00,315.00,313.25,313.50,761.25
1450602.00,312.25,315.00,313.25,313.50,761.24
1450941.00,313.25,315.00,313.50,313.50,761.24
1451279.00,313.00,315.00,313.50,313.50,761.24
1451618.00,312.50,315.00,313.25,313.25,761.23
1451956.00,313.25,315.00,313.50,313.50,761.23
1452295.00,312.75,315.00,313.25,313.25,761.23
1452634.00,312.50,315.00,313.25,313.50,761.23
1452973.00,313.25,315.00,313.50,313.50,761.23
1453312.00,312.75,315.00,313.25,313.25,761.23
1453653.00,313.00,315.00,313.50,313.50,761.22
1453992.00,313.25,315.00,313.50,313.50,761.22
1454331.00,312.25,315.00,313.25,313.25,761.22
1454670.00,313.00,315.00,313.50,313.25,761.52
1455009.00,313.00,315.00,313.50,313.50,761.22
1455348.00,312.75,315.00,313.50,313.50,761.22
1455687.00,313.25,315.00,313.50,313.50,761.22
1456025.00,312.75,315.00,313.25,313.25,761.22
1456364.00,312.50,315.00,313.25,313.50,761.23
1456703.00,313.25,315.25,313.50,313.50,761.23
1457045.00,312.50,315.00,313.25,313.50,761.23
1457383.00,313.00,315.00,313.25,313.50,761.23
1457724.00,312.75,315.00,313.50,313.50,761.23
1458061.00,312.50,315.00,313.25,313.50,761.23
1458400.00,313.25,315.00,313.50,313.25,761.54
1458739.00,312.75,315.00,313.25,313.50,761.24
1459078.00,312.50,315.00,313.25,313.50,761.24
1459417.00,313.25,315.00,313.50,313.50,761.24
1459756.00,312.75,315.00,313.50,313.50,760.94
1460095.00,312.75,315.00,313.50,313.50,760.94
1460433.00,313.25,315.00,313.25,313.25,761.24
1460775.00,312.50,315.00,313.25,313.50,760.94
1461114.00,313.25,315.00,313.25,313.50,760.94
1461453.00,313.00,315.00,313.25,313.50,761.25
1461791.00,312.50,315.00,313.25,313.25,761.25
1462130.00,313.25,315.00,313.25,313.50,761.25
1462469.00,312.75,315.00,313.25,313.50,760.96
1462808.00,312.50,315.00,313.50,313.50,761.26
1463147.00,313.25,315.00,313.50,313.50,761.26
1463486.00,nan,315.00,313.50,313.50,761.26
1463823.00,312.50,315.00,313.25,313.50,761.26
1464162.00,313.25,315.00,313.50,313.50,761.26
1464504.00,312.50,315.00,313.50,313.50,760.96
1464843.00,313.25,315.00,313.50,313.50,760.96
1465181.00,312.75,315.00,313.25,313.50,761.25
1465520.00,312.50,315.00,313.25,313.50,761.24
1465859.00,313.25,315.00,313.50,313.50,761.24
1466198.00,312.50,315.00,313.50,313.50,761.24
1466537.00,312.75,315.00,313.25,313.25,760.93
1466877.00,313.25,315.00,313.50,313.50,760.93
1467216.00,312.50,315.00,313.25,313.50,761.23
1467555.00,313.00,315.00,313.50,313.50,761.23
1467894.00,313.25,315.00,313.25,313.50,761.23
1468235.00,312.50,315.00,313.25,313.50,760.93
1468574.00,313.25,315.00,313.25,313.50,760.93
1468913.00,312.50,315.00,313.25,313.50,761.23
1469252.00,312.75,315.00,313.25,313.50,761.23
1469590.00,313.25,315.00,313.50,313.50,761.23
1469929.00,312.50,315.00,313.25,313.50,760.93
1470268.00,313.00,315.00,313.50,313.50,761.23
1470606.00,313.25,315.00,313.50,313.50,761.23
1470945.00,312.50,315.00,313.25,313.50,761.23
1471284.00,313.25,315.00,313.50,313.50,761.23
1471623.00,313.25,315.00,313.50,313.50,761.23
1471964.00,312.75,315.00,313.25,313.50,761.23
1472303.00,313.25,315.00,313.50,313.25,761.23
1472641.00,312.50,315.00,313.50,313.25,760.94
1472980.00,312.75,315.00,313.50,313.50,761.24
1473319.00,313.25,315.00,313.50,313.50,761.24
1473658.00,312.25,315.00,313.25,313.50,760.94
1473996.00,313.00,315.00,313.50,313.50,760.94
1474335.00,313.25,315.00,313.50,313.50,761.25
1474674.00,312.25,315.25,313.25,313.50,761.25
1475013.00,313.00,314.75,313.50,313.50,761.25
1475351.00,313.00,315.00,313.50,313.50,761.25
1475694.00,312.75,315.00,313.50,313.50,761.25
1476033.00,313.25,315.00,313.25,313.50,761.25
1476372.00,312.50,315.00,313.25,313.50,761.24
1476709.00,313.00,315.00,313.50,313.50,761.24
1477048.00,313.00,315.00,313.50,313.50,761.24
1477387.00,312.50,315.00,313.25,313.50,761.23
1477726.00,313.25,315.00,313.50,313.50,761.23
1478064.00,313.00,315.00,313.25,313.50,761.23
1478403.00,312.50,315.00,313.25,313.25,761.22
1478742.00,313.00,315.00,313.50,313.50,760.92
1479081.00,313.00,315.00,313.50,313.50,761.22
1479422.00,312.75,315.00,313.25,313.50,761.21
1479761.00,313.25,315.00,313.50,313.50,761.21
1480100.00,312.50,315.00,313.50,313.50,761.21
1480439.00,313.00,315.00,313.50,313.50,760.92
1480777.00,313.25,315.00,313.50,313.50,761.22
1481116.00,312.50,315.00,313.25,313.50,761.22
1481455.00,nan,315.00,313.25,313.50,761.22
1481794.00,313.25,315.00,313.50,313.50,761.22
1482133.00,312.50,315.00,313.50,313.50,761.22
1482472.00,313.25,315.00,313.50,313.50,761.22
1482810.00,313.00,315.00,313.50,313.50,761.22
1483151.00,312.75,315.00,313.50,313.50,761.22
1483490.00,313.25,315.00,313.50,313.50,761.22
1483829.00,312.50,315.00,313.50,313.50,761.22
1484168.00,313.00,315.00,313.25,313.50,761.22
1484507.00,313.00,315.00,313.25,313.50,761.21
1484847.00,312.50,315.00,313.25,313.25,761.21
1485186.00,313.25,315.00,313.50,313.25,760.91
1485525.00,313.00,315.25,313.50,313.50,761.20
1485864.00,312.50,315.00,313.50,313.50,760.90
1486202.00,313.50,315.00,313.50,313.50,761.20
1486541.00,312.50,315.00,313.50,313.50,761.20
1486883.00,313.25,315.00,313.50,313.50,761.20
1487222.00,313.00,315.00,313.50,313.25,761.20
1487560.00,312.50,315.00,313.50,313.50,761.19
1487899.00,313.25,315.00,313.50,313.50,761.19
1488238.00,312.75,315.00,313.50,313.50,761.19
1488577.00,312.50,315.00,313.25,313.50,760.89
1488916.00,313.25,315.00,313.50,313.25,761.19
1489255.00,313.00,315.00,313.25,313.50,761.19
1489592.00,312.50,315.00,313.50,313.50,761.20
1489931.00,313.25,315.00,313.50,313.50,761.20
1490270.00,312.75,315.25,313.25,313.50,761.20
1490612.00,313.00,315.00,313.50,313.50,761.20
1490950.00,313.00,315.00,313.50,313.50,761.20
1491289.00,312.50,315.25,313.50,313.50,761.20
1491628.00,313.25,315.00,313.50,313.50,761.20
1491967.00,313.00,315.00,313.50,313.50,761.20
1492306.00,312.50,315.00,313.25,313.25,761.20
1492645.00,313.50,315.00,313.50,313.50,761.20
1492983.00,312.75,315.00,313.25,313.50,761.20
1493322.00,312.50,315.00,313.50,313.50,761.20
1493662.00,313.25,315.00,313.50,313.25,761.50
1494001.00,312.50,315.00,313.25,313.50,761.20
1494338.00,312.25,315.00,313.50,313.50,761.20
1494677.00,313.25,315.00,313.50,313.50,761.20
1495016.00,313.00,315.00,313.25,313.50,761.20
1495353.00,312.75,315.00,313.50,313.50,761.20
1495692.00,313.25,315.00,313.50,313.50,761.20
